,ship-city,ship-state,ship-postal-code
103400,BENGALURU,Karnataka,560073.0
103401,KANPUR,Uttar Pradesh,208002.0
103402,LEH,Ladakh,194101.0
103403,THANE,Maharashtra,400607.0
103404,FARIDABAD,Haryana,121001.0
103405,Bangalore,Karnataka,560048.0
103406,Lucknow,Uttar Pradesh,226022.0
103407,COIMBATORE,Tamil Nadu,641038.0
103408,Hyderabad,Telangana,500081.0
103409,mumbai,Maharashtra,400069.0
103410,NAVI MUMBAI,Maharashtra,410210.0
103411,NAVI MUMBAI,Maharashtra,410210.0
103412,PUNE,Maharashtra,411048.0
103413,GURUGRAM,Haryana,122101.0
103414,GONDA,Uttar Pradesh,271002.0
103415,WARANGAL,Telangana,506002.0
103416,CHENNAI,Tamil Nadu,600117.0
103417,HYDERABAD,Telangana,500049.0
103418,EZHUDESAM,Tamil Nadu,629154.0
103419,CHENNAI,Tamil Nadu,600028.0
103420,RAJAHMUNDRY,Andhra Pradesh,533102.0
103421,KANPUR,Uttar Pradesh,208005.0
103422,PUNE,Maharashtra,411048.0
103423,SONAMURA,Tripura,799131.0
103424,PATHANAMTHITTA,Kerala,689678.0
103425,IMPHAL,Manipur,795005.0
103426,HUBBALLI,Karnataka,580023.0
103427,KOCH BIHAR,West Bengal,736101.0
103428,LANJIGARH,Odisha,766027.0
103429,AHMEDABAD,Gujarat,382481.0
103430,ROURKELA,Odisha,769005.0
103431,CHENNAI,Tamil Nadu,600100.0
103432,AMBARNATH,Maharashtra,421501.0
103433,SULTANPUR,Uttar Pradesh,228001.0
103434,pune,Maharashtra,411061.0
103435,BHAGALPUR,Bihar,812001.0
103436,CHENNAI,Tamil Nadu,600117.0
103437,NORTH GOA,Goa,403006.0
103438,NANDED WAGHALA,Maharashtra,431602.0
103439,NORTH GOA,Goa,403006.0
103440,KOLKATA,West Bengal,700075.0
103441,THANE,Maharashtra,401107.0
103442,Bhavnagar,Gujarat,364001.0
103443,MUMBAI,Maharashtra,400010.0
103444,KANPUR,Uttar Pradesh,208027.0
103445,KANPUR,Uttar Pradesh,208027.0
103446,THANE,Maharashtra,401107.0
103447,HYDERABAD,Telangana,500089.0
103448,HYDERABAD,Telangana,500089.0
103449,NEW DELHI,Delhi,110059.0
103450,BILIMORA,Gujarat,396321.0
103451,CHENNAI,Tamil Nadu,600102.0
103452,KOLKATA,West Bengal,700015.0
103453,PUNE,Maharashtra,411047.0
103454,NEW DELHI,Delhi,110033.0
103455,NOIDA,Uttar Pradesh,201301.0
103456,CHENNAI,Tamil Nadu,600005.0
103457,CHENNAI,Tamil Nadu,600005.0
103458,CHENNAI,Tamil Nadu,600005.0
103459,LEH,Ladakh,194101.0
103460,KOZHIKODE,Kerala,673017.0
103461,KANPUR,Uttar Pradesh,208027.0
103462,CHENNAI,Tamil Nadu,600094.0
103463,BICHOLIM,Goa,403504.0
103464,BICHOLIM,Goa,403504.0
103465,THANE,Maharashtra,401107.0
103466,KOLKATA,West Bengal,700086.0
103467,KOLKATA,West Bengal,700086.0
103468,Dhenkanal,Odisha,759015.0
103469,BHOPAL,Madhya Pradesh,462042.0
103470,PIMPRI CHINCHWAD,Maharashtra,412105.0
103471,PIMPRI CHINCHWAD,Maharashtra,412105.0
103472,FARIDABAD,Haryana,121006.0
103473,"kothrud,pune",Maharashtra,411029.0
103474,BHUBANESWAR,Odisha,752101.0
103475,MUMBAI,Maharashtra,400095.0
103476,CHENNAI,Tamil Nadu,600023.0
103477,PIMPRI CHINCHWAD,Maharashtra,411018.0
103478,BENGALURU,Karnataka,560068.0
103479,THANE,Maharashtra,400607.0
103480,BENGALURU,Karnataka,560096.0
103481,KOLKATA,West Bengal,700037.0
103482,THANE,Maharashtra,400605.0
103483,PUNE,Maharashtra,411041.0
103484,Hosur,Tamil Nadu,635109.0
103485,COIMBATORE,Tamil Nadu,641042.0
103486,PANIHATI,West Bengal,700110.0
103487,NEW DELHI,Delhi,110017.0
103488,NAVI MUMBAI,Maharashtra,400703.0
103489,HYDERABAD,Telangana,500020.0
103490,Hyderabad,Andhra Pradesh,500086.0
103491,BENGALURU,Karnataka,560064.0
103492,MUMBAI,Maharashtra,400068.0
103493,HYDERABAD,Telangana,500090.0
103494,BENGALURU,Karnataka,560085.0
103495,BANGALORE,Karnataka,560091.0
103496,AGARTALA,Tripura,799006.0
103497,PUNE,Maharashtra,411045.0
103498,BARUIPUR,West Bengal,700144.0
103499,COIMBATORE,Tamil Nadu,641036.0
103500,GUWAHATI,Assam,781036.0
103501,BENGALURU,Karnataka,560003.0
103502,CHIKODI,Karnataka,591201.0
103503,KOLKATA,West Bengal,700031.0
103504,Miyapur Hyderabad,Telangana,500032.0
103505,CHENNAI,Tamil Nadu,600061.0
103506,VARANASI,Uttar Pradesh,221007.0
103507,Rahuri factory,Maharashtra,413706.0
103508,VELLORE,Tamil Nadu,632009.0
103509,SECUNDERABAD,Telangana,500061.0
103510,NELLORE,Andhra Pradesh,524001.0
103511,JAIPUR,Rajasthan,302012.0
103512,GREATER NOIDA,Uttar Pradesh,201306.0
103513,Virar West,Maharashtra,401303.0
103514,Gandhinagar,Gujarat,382007.0
103515,DEHRADUN,Uttarakhand,248005.0
103516,RANCHI,Jharkhand,834001.0
103517,KUMBALANGY,Kerala,682007.0
103518,NEW DELHI,Delhi,110074.0
103519,PUNE,Maharashtra,411021.0
103520,KUMBALANGY,Kerala,682007.0
103521,NEW DELHI,Delhi,110074.0
103522,Lunawada,Gujarat,389230.0
103523,Lunawada,Gujarat,389230.0
103524,Hyderabad,Telangana,500028.0
103525,RANCHI,Jharkhand,834009.0
103526,JAIPUR,Rajasthan,303704.0
103527,NORTH DELHI,Delhi,110085.0
103528,BENGALURU,Karnataka,560079.0
103529,BENGALURU,Karnataka,560049.0
103530,NEW DELHI,Delhi,110065.0
103531,bengaluru,Karnataka,560035.0
103532,SUPAUL,Bihar,852131.0
103533,PIMPRI CHINCHWAD,Maharashtra,411027.0
103534,NASHIK,Maharashtra,422009.0
103535,NASHIK,Maharashtra,422009.0
103536,THANE,Maharashtra,401107.0
103537,RAIGARH,Maharashtra,410210.0
103538,Chennai,Tamil Nadu,600100.0
103539,BENGALURU,Karnataka,560097.0
103540,NAGERCOIL,Tamil Nadu,629002.0
103541,NAGERCOIL,Tamil Nadu,629002.0
103542,MUMBAI,Maharashtra,400010.0
103543,RANGJULI,Assam,783130.0
103544,KOLKATA,West Bengal,700051.0
103545,PUDUCHERRY,Puducherry,605007.0
103546,PIMPRI CHINCHWAD,Maharashtra,412101.0
103547,Karunagapally,Kerala,690528.0
103548,HYDERABAD,Telangana,500013.0
103549,CHENNAI,Tamil Nadu,600073.0
103550,HYDERABAD,Telangana,500062.0
103551,PUNE,Maharashtra,412207.0
103552,SURYAPET,Telangana,508204.0
103553,SURYAPET,Telangana,508204.0
103554,AZAMGARH,Uttar Pradesh,276001.0
103555,DARJEELING,West Bengal,734101.0
103556,HYDERABAD,Telangana,500090.0
103557,MUMBAI,Maharashtra,400050.0
103558,HYDERABAD,Telangana,500085.0
103559,DEVANAHALLI,Karnataka,562110.0
103560,NAGPUR,Maharashtra,440010.0
103561,GURUGRAM,Haryana,122101.0
103562,GURUGRAM,Haryana,122101.0
103563,JAIPUR,Rajasthan,302019.0
103564,COONOOR,Tamil Nadu,643231.0
103565,COONOOR,Tamil Nadu,643231.0
103566,Mumbai,Maharashtra,400080.0
103567,BANGALORE,Karnataka,560038.0
103568,BENGALURU,Karnataka,560034.0
103569,Shamshabad,Telangana,501218.0
103570,"Kovaipudur, Coimbatore",Tamil Nadu,641042.0
103571,KALYAN,Maharashtra,421003.0
103572,PUNE,Maharashtra,411014.0
103573,PUNE,Maharashtra,411014.0
103574,BENGALURU,Karnataka,560102.0
103575,HYDERABAD,Telangana,500062.0
103576,HYDERABAD,Telangana,500062.0
103577,HYDERABAD,Telangana,500062.0
103578,METTUPALAYAM COIMBATORE DISTRICT,Tamil Nadu,641301.0
103579,JAIPUR,Rajasthan,302019.0
103580,CURCHOREM,Goa,403706.0
103581,CHENNAI,Tamil Nadu,600069.0
103582,MOGA,Punjab,142054.0
103583,MUMBAI,Maharashtra,400068.0
103584,BENGALURU,Karnataka,560056.0
103585,HYDERABAD,Telangana,500091.0
103586,MUMBAI,Maharashtra,400068.0
103587,HYDERABAD,Telangana,500091.0
103588,INDORE,Madhya Pradesh,453555.0
103589,HYDERABAD,Telangana,502032.0
103590,SHILLONG,Meghalaya,793018.0
103591,DURGAPUR,West Bengal,713201.0
103592,DURGAPUR,West Bengal,713201.0
103593,MUMBAI,Maharashtra,400024.0
103594,GURUGRAM,Haryana,122101.0
103595,NOIDA,Uttar Pradesh,201303.0
103596,MUMBAI,Maharashtra,400068.0
103597,BENGALURU,Karnataka,560068.0
103598,Kollam,Kerala,690525.0
103599,SONIPAT,Haryana,131001.0
103600,ghaziabad,Uttar Pradesh,201012.0
103601,NAGPUR,Maharashtra,440025.0
103602,NAGPUR,Maharashtra,440025.0
103603,GURUGRAM,Haryana,122101.0
103604,CHENNAI,Tamil Nadu,600097.0
103605,BILASPUR,Himachal Pradesh,174001.0
103606,Mumbai,Maharashtra,400011.0
103607,CHENNAI,Tamil Nadu,600097.0
103608,Vadodara,Gujarat,390025.0
103609,GHAZIABAD,Uttar Pradesh,201009.0
103610,KUMBAKONAM,Tamil Nadu,612001.0
103611,HOWRAH,West Bengal,711103.0
103612,NAVI MUMBAI,Maharashtra,400709.0
103613,SULLURU,Andhra Pradesh,524121.0
103614,Mumbai,Maharashtra,400094.0
103615,CHENNAI,Tamil Nadu,600096.0
103616,CHENNAI,Tamil Nadu,600096.0
103617,LUCKNOW,Uttar Pradesh,226016.0
103618,MUMBAI,Maharashtra,400003.0
103619,MUMBAI,Maharashtra,400092.0
103620,BENGALURU,Karnataka,560095.0
103621,BENGALURU,Karnataka,560095.0
103622,KALYAN,Maharashtra,421004.0
103623,KALYAN,Maharashtra,421004.0
103624,ALAND,Karnataka,585302.0
103625,HYDERABAD,Telangana,500097.0
103626,PUNE,Maharashtra,411046.0
103627,GORAKHPUR,Uttar Pradesh,273001.0
103628,GORAKHPUR,Uttar Pradesh,273001.0
103629,PUNE,Maharashtra,411045.0
103630,GURUGRAM,Haryana,122018.0
103631,BENGALURU,Karnataka,560001.0
103632,New Delhi,Delhi,110077.0
103633,BENGALURU,Karnataka,560043.0
103634,BENGALURU,Karnataka,560054.0
103635,BENGALURU,Karnataka,560054.0
103636,"Bhayander (E), Thane",Maharashtra,401105.0
103637,MUMBAI,Maharashtra,400063.0
103638,"Bhayander (E), Thane",Maharashtra,401105.0
103639,CHENNAI,Tamil Nadu,600096.0
103640,MUMBAI,Maharashtra,400066.0
103641,HYDERABAD,Telangana,500072.0
103642,SECUNDERABAD,Telangana,500009.0
103643,chennai,Tamil Nadu,600045.0
103644,PUNE,Maharashtra,411038.0
103645,FEROZEPUR JHIRKA,Haryana,122104.0
103646,CHANDIGARH,Chandigarh,160047.0
103647,BENGALURU,Karnataka,560087.0
103648,NEW DELHI,Delhi,110044.0
103649,BENGALURU,Karnataka,560077.0
103650,Ryali,Andhra Pradesh,533236.0
103651,NEW DELHI,Delhi,110078.0
103652,AMRITSAR,Punjab,143001.0
103653,ANKLESHWAR,Gujarat,393001.0
103654,JAUNPUR,Uttar Pradesh,222001.0
103655,pudupakkam,Tamil Nadu,603103.0
103656,Kolkata,West Bengal,700156.0
103657,NORTH GUWAHATI,Assam,781039.0
103658,BHUBANESWAR,Odisha,751002.0
103659,NEW DELHI,Delhi,110068.0
103660,Anantapur,Andhra Pradesh,515001.0
103661,INDORE,Madhya Pradesh,452001.0
103662,INDORE,Madhya Pradesh,452001.0
103663,SHAHJAHANPUR,Uttar Pradesh,242001.0
103664,NEW DELHI,Delhi,110017.0
103665,LUCKNOW,Uttar Pradesh,226017.0
103666,SHIMLA,Himachal Pradesh,171009.0
103667,BENGALURU,Karnataka,560043.0
103668,AZAMGARH,Uttar Pradesh,276001.0
103669,BENGALURU,Karnataka,560077.0
103670,MUMBAI,Maharashtra,400063.0
103671,Madhyamgram,West Bengal,700132.0
103672,Secunderabad,Telangana,500015.0
103673,Jhanjharpur RS,Bihar,847403.0
103674,NEW RAIPUR,Chhattisgarh,492101.0
103675,NEW RAIPUR,Chhattisgarh,492101.0
103676,THANE,Maharashtra,401107.0
103677,JORHAT,Assam,785001.0
103678,BHUBANESWAR,Odisha,751002.0
103679,TALEGAON station,Maharashtra,410507.0
103680,ALAPPUZHA,Kerala,688011.0
103681,Bengaluru,Karnataka,560079.0
103682,PUNE,Maharashtra,411006.0
103683,MUMBAI,Maharashtra,400066.0
103684,SECUNDERABAD,Telangana,500061.0
103685,AHMEDABAD,Gujarat,380001.0
103686,HYDERABAD,Telangana,500032.0
103687,NEW DELHI,Delhi,110085.0
103688,Cochin,Kerala,682017.0
103689,FARIDABAD,Haryana,121003.0
103690,BENGALURU,Karnataka,560067.0
103691,NEW DELHI,Delhi,110053.0
103692,THIRUVANANTHAPURAM,Kerala,695002.0
103693,Pune,Maharashtra,411057.0
103694,BENGALURU,Karnataka,560049.0
103695,CHENNAI,Tamil Nadu,600093.0
103696,CHENNAI,Tamil Nadu,600106.0
103697,KANNUR,Kerala,670002.0
103698,BANGALORE,Karnataka,560102.0
103699,Ghaziabad,Uttar Pradesh,201017.0
103700,NAGPUR,Maharashtra,440008.0
103701,HYDERABAD,Telangana,500076.0
103702,PUNE,Maharashtra,411001.0
103703,BHUBANESWAR,Odisha,752101.0
103704,CHENNAI,Tamil Nadu,600100.0
103705,PUNE,Maharashtra,411001.0
103706,HYDERABAD,Telangana,500072.0
103707,ROURKELA,Odisha,769009.0
103708,SANGAREDDY,Telangana,502001.0
103709,SAMBRA,Karnataka,591124.0
103710,VELLORE,Tamil Nadu,632009.0
103711,VELLORE,Tamil Nadu,632009.0
103712,BENGALURU,Karnataka,560064.0
103713,BENGALURU,Karnataka,560037.0
103714,UDGIR,Maharashtra,413517.0
103715,CHENNAI,Tamil Nadu,600001.0
103716,KOLKATA,West Bengal,700090.0
103717,GURUGRAM,Haryana,122002.0
103718,SANGAREDDY,Telangana,502001.0
103719,AHMADNAGAR,Maharashtra,414003.0
103720,Idukki,Kerala,685592.0
103721,BENGALURU,Karnataka,560037.0
103722,SULTANPUR,Uttar Pradesh,228001.0
103723,MUMBAI,Maharashtra,400060.0
103724,JAIPUR,Rajasthan,302011.0
103725,BENGALURU,Karnataka,560066.0
103726,LUCKNOW,Uttar Pradesh,226006.0
103727,Raja Sansi,Punjab,143001.0
103728,FARRUKHABAD,Uttar Pradesh,209625.0
103729,BENGALURU,Karnataka,560029.0
103730,CUTTACK,Odisha,753008.0
103731,Hyderabad,Telangana,500020.0
103732,BAREILLY,Uttar Pradesh,243001.0
103733,RAE BARELI,Uttar Pradesh,229405.0
103734,ARALVAIMOZHI,Tamil Nadu,629302.0
103735,PRATTIPADU,Andhra Pradesh,533432.0
103736,PRATTIPADU,Andhra Pradesh,533432.0
103737,CHENNAI,Tamil Nadu,600041.0
103738,JAIPUR,Rajasthan,302003.0
103739,JAIPUR,Rajasthan,302003.0
103740,tirupati,Andhra Pradesh,517507.0
103741,MADURAI,Tamil Nadu,625002.0
103742,PRAYAGRAJ,Uttar Pradesh,211008.0
103743,MUMBAI,Maharashtra,400025.0
103744,PALAKKAD,Kerala,678701.0
103745,PALAKKAD,Kerala,678701.0
103746,PALAKKAD,Kerala,678701.0
103747,PALAKKAD,Kerala,678701.0
103748,KALADHUNGI,Uttarakhand,263139.0
103749,GREATER NOIDA,Uttar Pradesh,201310.0
103750,BENGALURU,Karnataka,560047.0
103751,Rohtak,Haryana,124001.0
103752,PEDDAPALLE,Telangana,505172.0
103753,PUDUCHERRY,Puducherry,605009.0
103754,Kollam,Kerala,690525.0
103755,BENGALURU,Karnataka,560037.0
103756,MAHMUDABAD,Uttar Pradesh,261203.0
103757,RANCHI,Jharkhand,834002.0
103758,HSIIDC SOHNA,Haryana,122103.0
103759,BENGALURU,Karnataka,560100.0
103760,HYDERABAD,Telangana,500076.0
103761,VIRAJPETE,Karnataka,571214.0
103762,CHENNAI,Tamil Nadu,600037.0
103763,NEW DELHI,Delhi,110075.0
103764,GURUGRAM,Haryana,122001.0
103765,SANGAREDDY,Telangana,502001.0
103766,BENGALURU,Karnataka,560091.0
103767,PRATTIPADU,Andhra Pradesh,533432.0
103768,PRATTIPADU,Andhra Pradesh,533432.0
103769,KATIHAR,Bihar,855102.0
103770,Faridabad,Haryana,121002.0
103771,PUNE,Maharashtra,411057.0
103772,PUNE,Maharashtra,411057.0
103773,HYDERABAD,Telangana,500075.0
103774,AMBALA,Haryana,134007.0
103775,PANAJI,Goa,403002.0
103776,GAJENDRAGARH,Karnataka,582114.0
103777,GAJENDRAGARH,Karnataka,582114.0
103778,GAJENDRAGARH,Karnataka,582114.0
103779,BENGALURU,Karnataka,560043.0
103780,JAGGAMPETA,Andhra Pradesh,533435.0
103781,BENGALURU,Karnataka,560043.0
103782,NEW DELHI,Delhi,110059.0
103783,NOIDA,Uttar Pradesh,201304.0
103784,HISAR,Haryana,125001.0
103785,GREATER NOIDA,Uttar Pradesh,201308.0
103786,GREATER NOIDA,Uttar Pradesh,201308.0
103787,HYDERABAD,Telangana,500050.0
103788,MYSURU,Karnataka,570020.0
103789,CHENNAI,Tamil Nadu,600033.0
103790,MOHALI,Punjab,140307.0
103791,Pune,Maharashtra,412308.0
103792,hyderabad,Telangana,500028.0
103793,BENGALURU,Karnataka,560061.0
103794,CHENNAI,Tamil Nadu,600077.0
103795,CHENNAI,Tamil Nadu,600077.0
103796,BENGALURU,Karnataka,560076.0
103797,BHIMTAAL,Uttarakhand,263136.0
103798,BENGALURU,Karnataka,560076.0
103799,MEDHA,Maharashtra,415012.0
103800,HYDERABAD,Telangana,500050.0
103801,"BALLY, Bally station",West Bengal,711201.0
103802,BURDWAN,West Bengal,713104.0
103803,SRINAGAR,Jammu & Kashmir,190011.0
103804,HYDERABAD,Telangana,500084.0
103805,HYDERABAD,Telangana,500079.0
103806,PATNA,Bihar,800023.0
103807,PORT BLAIR,Andaman & Nicobar Islands,744101.0
103808,BENGALURU,Karnataka,560087.0
103809,HYDERABAD,Telangana,500083.0
103810,Kottayam,Kerala,686533.0
103811,KOLKATA,West Bengal,700029.0
103812,CHENNAI,Tamil Nadu,600008.0
103813,GURUGRAM,Haryana,122004.0
103814,DEHRADUN,Uttarakhand,248001.0
103815,DEHRADUN,Uttarakhand,248007.0
103816,HYDERABAD,Telangana,501218.0
103817,MUMBAI,Maharashtra,400053.0
103818,VELLORE,Tamil Nadu,632006.0
103819,SOUTH WEST DELHI,Delhi,110023.0
103820,GREATER NOIDA,Uttar Pradesh,201308.0
103821,NEW DELHI,Delhi,110075.0
103822,HYDERABAD,Telangana,500090.0
103823,MHOW,Madhya Pradesh,453441.0
103824,MHOW,Madhya Pradesh,453441.0
103825,COIMBATORE,Tamil Nadu,641004.0
103826,BENGALURU,Karnataka,560098.0
103827,DIMAPUR,Nagaland,797112.0
103828,ELAMAKKARA kochi,Kerala,682026.0
103829,THANE,Maharashtra,400615.0
103830,BENGALURU,Karnataka,560100.0
103831,ALANTHURAI,Tamil Nadu,641101.0
103832,ALANTHURAI,Tamil Nadu,641101.0
103833,HYDERABAD,Telangana,500047.0
103834,LUCKNOW,Uttar Pradesh,226028.0
103835,LUCKNOW,Uttar Pradesh,226028.0
103836,MUMBAI,Maharashtra,400086.0
103837,HOJAI,Assam,782435.0
103838,Pune,Maharashtra,411045.0
103839,AHMEDABAD,Gujarat,380058.0
103840,HYDERABAD,Telangana,500074.0
103841,MADURAI,Tamil Nadu,625007.0
103842,KOLKATA,West Bengal,700017.0
103843,KUMBAKONAM,Tamil Nadu,612001.0
103844,MUMBAI,Maharashtra,400080.0
103845,New Delhi,Delhi,110019.0
103846,HYDERABAD,Telangana,500075.0
103847,HYDERABAD,Telangana,500075.0
103848,JORHAT,Assam,785001.0
103849,BENGALURU,Karnataka,560064.0
103850,KHURJA,Uttar Pradesh,203131.0
103851,HYDERABAD,Telangana,500039.0
103852,HYDERABAD,Telangana,500005.0
103853,TADEPALLIGUDEM,Andhra Pradesh,534101.0
103854,AMBARNATH,Maharashtra,421501.0
103855,Nerul NAVI MUMBAI,Maharashtra,400706.0
103856,MUMBAI,Maharashtra,400026.0
103857,HYDERABAD,Telangana,500060.0
103858,BENGALURU,Karnataka,560066.0
103859,BENGALURU,Karnataka,560066.0
103860,"Ainavilli mandal, east godhavari",Andhra Pradesh,533211.0
103861,MATHURA,Uttar Pradesh,281003.0
103862,Titwala,Maharashtra,421605.0
103863,MATHURA,Uttar Pradesh,281003.0
103864,MUMBAI,Maharashtra,400059.0
103865,GHAZIABAD,Uttar Pradesh,201014.0
103866,MUMBAI,Maharashtra,400053.0
103867,MUMBAI,Maharashtra,400053.0
103868,MUMBAI,Maharashtra,400053.0
103869,koperkhairne,Maharashtra,400709.0
103870,IMPHAL,Manipur,795008.0
103871,Visakhapatnam,Andhra Pradesh,531163.0
103872,Ghaziabad,Uttar Pradesh,201017.0
103873,THIRUVANANTHAPURAM,Kerala,695302.0
103874,MUMBAI,Maharashtra,400066.0
103875,MUMBAI,Maharashtra,400059.0
103876,NAVI MUMBAI,Maharashtra,400706.0
103877,CHENNAI,Tamil Nadu,600042.0
103878,CHENNAI,Tamil Nadu,600042.0
103879,JAIPUR,Rajasthan,302001.0
103880,GURUGRAM,Haryana,122017.0
103881,Mumbai,Maharashtra,400101.0
103882,NOIDA,Uttar Pradesh,201301.0
103883,BADLAPUR EAST,Maharashtra,421503.0
103884,BENGALURU,Karnataka,560061.0
103885,VARANASI,Uttar Pradesh,221002.0
103886,BHIWADI,Rajasthan,301019.0
103887,NOIDA,Uttar Pradesh,201301.0
103888,THANE,Maharashtra,400615.0
103889,NAVI MUMBAI,Maharashtra,410206.0
103890,NAVI MUMBAI,Maharashtra,410206.0
103891,BENGALURU,Karnataka,560078.0
103892,Bengaluru,Karnataka,560016.0
103893,CHIMBEL,Goa,403006.0
103894,MUMBAI,Maharashtra,400037.0
103895,VISAKHAPATNAM,Andhra Pradesh,530032.0
103896,PANNA,Madhya Pradesh,488001.0
103897,NAYAGARH,Odisha,752080.0
103898,MUMBAI,Maharashtra,400068.0
103899,BERHAMPUR,Odisha,760006.0
103900,HUBBALLI,Karnataka,580032.0
103901,MADURAI,Tamil Nadu,625003.0
103902,MADURAI,Tamil Nadu,625003.0
103903,CHENNAI,Tamil Nadu,600122.0
103904,KUDAL,Maharashtra,416520.0
103905,HYDERABAD,Telangana,500089.0
103906,PATNA,Bihar,801505.0
103907,KALAMASSERY,Kerala,682021.0
103908,BANGALORE,Karnataka,560017.0
103909,GUNTUR,Andhra Pradesh,522410.0
103910,Gangtok,Sikkim,737101.0
103911,HYDERABAD,Telangana,500085.0
103912,KOLKATA,West Bengal,700052.0
103913,Valanchery,Kerala,676552.0
103914,Valanchery,Kerala,676552.0
103915,CUTTACK,Odisha,753001.0
103916,Kakkanad,Kerala,682030.0
103917,MANGALURU,Karnataka,575028.0
103918,PUNE,Maharashtra,411028.0
103919,KALAMASSERY,Kerala,682022.0
103920,Virar west,Maharashtra,401303.0
103921,MUMBAI,Maharashtra,400064.0
103922,Bulandshahr,Uttar Pradesh,203001.0
103923,kangra,Himachal Pradesh,177108.0
103924,GONDA,Uttar Pradesh,271002.0
103925,haryana,Haryana,121004.0
103926,Kakkanad,Kerala,682030.0
103927,Kakkanad,Kerala,682030.0
103928,TIRUPATI,Andhra Pradesh,517501.0
103929,MUMBAI,Maharashtra,400067.0
103930,MUMBAI,Maharashtra,400067.0
103931,HYDERABAD,Telangana,500038.0
103932,Mumbai,Maharashtra,400091.0
103933,VISAKHAPATNAM,Andhra Pradesh,530046.0
103934,CHANDRAPUR,Maharashtra,442402.0
103935,MUMBAI,Maharashtra,400101.0
103936,Gurgaon,Haryana,122017.0
103937,NAVI MUMBAI,Maharashtra,400709.0
103938,NAVI MUMBAI,Maharashtra,400709.0
103939,Navi Mumbai,Maharashtra,400614.0
103940,KOLKATA,West Bengal,700079.0
103941,CHENNAI,Tamil Nadu,600037.0
103942,NEW DELHI,Delhi,110047.0
103943,BENGALURU,Karnataka,560090.0
103944,NEW DELHI,Delhi,110005.0
103945,AMRAVATI,Maharashtra,444908.0
103946,HOWRAH,West Bengal,711102.0
103947,HOWRAH,West Bengal,711102.0
103948,CHENGANNUR,Kerala,689126.0
103949,CHENGANNUR,Kerala,689126.0
103950,KOZHIKODE,Kerala,673106.0
103951,NEW DELHI,Delhi,110077.0
103952,DELHI,Delhi,110052.0
103953,Kolhar-bhagwatipur,Maharashtra,413710.0
103954,Delhi,Delhi,110034.0
103955,BENGALURU,Karnataka,560068.0
103956,DHARMAPURI,Tamil Nadu,636807.0
103957,THANJAVUR,Tamil Nadu,613501.0
103958,"Tangi, Cuttack",Odisha,754022.0
103959,"Tangi, Cuttack",Odisha,754022.0
103960,"Tangi, Cuttack",Odisha,754022.0
103961,"Tangi, Cuttack",Odisha,754022.0
103962,DHARWAD,Karnataka,580001.0
103963,DHARWAD,Karnataka,580001.0
103964,POTTORE,Kerala,680581.0
103965,Kalamboli,Maharashtra,410218.0
103966,Kalamboli,Maharashtra,410218.0
103967,BENGALURU,Karnataka,560008.0
103968,BENGALURU,Karnataka,560097.0
103969,GUWAHATI,Assam,781171.0
103970,CHANDI MANDIR,Haryana,134107.0
103971,BENGALURU,Karnataka,560034.0
103972,JAMMU,Jammu & Kashmir,180013.0
103973,HYDERABAD,Telangana,500089.0
103974,AURANGABAD,Maharashtra,431005.0
103975,chennai,Tamil Nadu,600011.0
103976,PUNE,Maharashtra,411051.0
103977,CHENNAI,Tamil Nadu,600096.0
103978,MANGALURU,Karnataka,575006.0
103979,AROOR,Kerala,688535.0
103980,CHENNAI,Tamil Nadu,600018.0
103981,CHENNAI,Tamil Nadu,600092.0
103982,JODHPUR,Rajasthan,342001.0
103983,BENGALURU,Karnataka,560046.0
103984,JAMMU,Jammu & Kashmir,181123.0
103985,THANE,Maharashtra,400607.0
103986,New Delhi,Delhi,110075.0
103987,PATNA,Bihar,801505.0
103988,Gwalior,Madhya Pradesh,474002.0
103989,NEW DELHI,Delhi,110027.0
103990,BENGALURU,Karnataka,560005.0
103991,HYDERABAD,Telangana,500062.0
103992,BENGALURU,Karnataka,560066.0
103993,AHMEDABAD,Gujarat,380009.0
103994,NEW DELHI,Delhi,110018.0
103995,PANDARIA kabirdham,Chhattisgarh,491559.0
103996,BENGALURU,Karnataka,560099.0
103997,LUCKNOW,Uttar Pradesh,226001.0
103998,CHENNAI,Tamil Nadu,600033.0
103999,JAMMU,Jammu & Kashmir,181123.0
104000,PANAJI,Goa,403002.0
104001,CHANDIGARH,Chandigarh,160047.0
104002,Ulhasnagar 1,Maharashtra,421001.0
104003,CHENNAI,Tamil Nadu,600107.0
104004,BENGALURU,Karnataka,560079.0
104005,VENKATAGIRI,Andhra Pradesh,524132.0
104006,BHIWADI,Rajasthan,301019.0
104007,MUMBAI,Maharashtra,400103.0
104008,JIND,Haryana,126102.0
104009,OLD GOA,Goa,403107.0
104010,GUWAHATI,Assam,781007.0
104011,MUMBAI,Maharashtra,400057.0
104012,MUMBAI,Maharashtra,400067.0
104013,MUMBAI,Maharashtra,400067.0
104014,TARANTARAN,Punjab,143401.0
104015,VISAKHAPATNAM,Andhra Pradesh,530007.0
104016,HYDERABAD,Telangana,500076.0
104017,"Yelahanka, Karnataka, 560064",Karnataka,560064.0
104018,AHMEDABAD,Gujarat,380013.0
104019,GURUGRAM,Haryana,122001.0
104020,KADIRUR,Kerala,670642.0
104021,NADBAI,Rajasthan,321602.0
104022,ATHNI,Karnataka,591304.0
