,ship-city,ship-state,ship-postal-code
36184,CHENNAI,Tamil Nadu,600042.0
36185,CHENNAI,Tamil Nadu,600042.0
36186,"Kathghariya, Haldwani",Uttarakhand,263139.0
36187,BENGALURU,Karnataka,560037.0
36188,BENGALURU,Karnataka,560037.0
36189,BENGALURU,Karnataka,560037.0
36190,THANE,Maharashtra,401101.0
36191,THANE,Maharashtra,401101.0
36192,THANE,Maharashtra,401101.0
36193,KOLKATA,West Bengal,700103.0
36194,HYDERABAD,Telangana,500064.0
36195,GUNTUR,Andhra Pradesh,522006.0
36196,chennai,Tamil Nadu,603103.0
36197,NEW DELHI,Delhi,110059.0
36198,NEW DELHI,Delhi,110003.0
36199,PANCHKULA,Haryana,134113.0
36200,THIRUVANANTHAPURAM,Kerala,695043.0
36201,HYDERABAD,Telangana,500039.0
36202,BENGALURU,Karnataka,560091.0
36203,Greater Noida,Uttar Pradesh,201009.0
36204,THIRUVANANTHAPURAM,Kerala,695043.0
36205,ALLAHABAD,Uttar Pradesh,211008.0
36206,THANE,Maharashtra,400610.0
36207,Gurgaon,Haryana,122002.0
36208,Hyderabad,Telangana,502032.0
36209,VAZHAPADI,Tamil Nadu,636115.0
36210,VIZIANAGARAM,Andhra Pradesh,535003.0
36211,KOLKATA,West Bengal,700075.0
36212,Kharghar,Maharashtra,410210.0
36213,JODHPUR,Rajasthan,342011.0
36214,HYDERABAD,Telangana,500090.0
36215,Dimapur,Nagaland,797112.0
36216,TURKAPALLY,Telangana,501401.0
36217,CHENNAI,Tamil Nadu,600073.0
36218,PIMPRI CHINCHWAD,Maharashtra,412105.0
36219,BENGALURU,Karnataka,560100.0
36220,NEW DELHI,Delhi,110046.0
36221,SOLAPUR,Maharashtra,413004.0
36222,GUWAHATI,Assam,781001.0
36223,Madurai,Tamil Nadu,625019.0
36224,SONAPUR,Odisha,767017.0
36225,GURUGRAM,Haryana,122505.0
36226,KOLKATA,West Bengal,700034.0
36227,YAVATMAL,Maharashtra,445001.0
36228,HYDERABAD,Telangana,500049.0
36229,HYDERABAD,Telangana,500049.0
36230,"Pimpri-Chinchwad,",Maharashtra,412114.0
36231,BHUBANESWAR,Odisha,751021.0
36232,YAVATMAL,Maharashtra,445001.0
36233,LUCKNOW,Uttar Pradesh,226012.0
36234,JHAJJAR,Haryana,124103.0
36235,VASAI VIRAR,Maharashtra,401303.0
36236,HYDERABAD,Telangana,500049.0
36237,HYDERABAD,Telangana,500049.0
36238,HYDERABAD,Telangana,500049.0
36239,HYDERABAD,Telangana,500049.0
36240,MUMBAI,Maharashtra,400067.0
36241,NEW DELHI,Delhi,110091.0
36242,PANCHKULA,Haryana,134113.0
36243,PUNE,Maharashtra,411048.0
36244,BENGALURU,Karnataka,560082.0
36245,Bangalore,Karnataka,560010.0
36246,Bangalore,Karnataka,560010.0
36247,navi Mumbai,Maharashtra,400706.0
36248,navi Mumbai,Maharashtra,400706.0
36249,GHAZIABAD,Uttar Pradesh,201014.0
36250,HYDERABAD,Telangana,500074.0
36251,HYDERABAD,Telangana,500038.0
36252,Kagaznagar,Telangana,504296.0
36253,"Mathura, Vrindavan",Uttar Pradesh,281121.0
36254,Barabanki,Uttar Pradesh,225001.0
36255,JODHPUR,Rajasthan,342003.0
36256,THANE,Maharashtra,400610.0
36257,BALLIA,Uttar Pradesh,277001.0
36258,THRISSUR,Kerala,680006.0
36259,CHENNAI,Tamil Nadu,600004.0
36260,GURUGRAM,Haryana,122001.0
36261,GIRIDIH,Jharkhand,815301.0
36262,ALLAHABAD Prayagraj,Uttar Pradesh,211019.0
36263,MUMBAI,Maharashtra,400095.0
36264,BANGALORE,Karnataka,560068.0
36265,BANGALORE,Karnataka,560068.0
36266,VAPI,Gujarat,396191.0
36267,GHAZIABAD,Uttar Pradesh,201011.0
36268,DULIAJAN,Assam,786602.0
36269,KUMTA,Karnataka,581326.0
36270,PATNA,Bihar,800020.0
36271,KALYAN,Maharashtra,421306.0
36272,NIMBHORE BUDRUK,Maharashtra,425307.0
36273,HYDERABAD,Telangana,500018.0
36274,BENGALURU,Karnataka,560073.0
36275,BENGALURU,Karnataka,560073.0
36276,NARASANNAPETA,Andhra Pradesh,532421.0
36277,KOZHIKODE,Kerala,673006.0
36278,BENGALURU,Karnataka,560037.0
36279,MUMBAI,Maharashtra,400063.0
36280,MUMBAI,Maharashtra,400063.0
36281,BUDGE BUDGE,West Bengal,700137.0
36282,BENGALURU,Karnataka,560040.0
36283,WARANGAL,Telangana,506009.0
36284,HYDERABAD,Telangana,502032.0
36285,Bengaluru,Karnataka,560087.0
36286,BENGALURU,Karnataka,560060.0
36287,Chamba,Uttarakhand,249145.0
36288,Noida,Uttar Pradesh,201303.0
36289,Dhenkanal,Odisha,759025.0
36290,HYDERABAD,Telangana,500050.0
36291,NEW DELHI,Delhi,110096.0
36292,NAGROTA,Jammu & Kashmir,181221.0
36293,KUMARAPALAYAM,Tamil Nadu,638183.0
36294,KUMARAPALAYAM,Tamil Nadu,638183.0
36295,BENGALURU,Karnataka,560037.0
36296,VADODARA,Gujarat,390007.0
36297,UNA,Himachal Pradesh,177210.0
36298,Hyderabad,Telangana,500049.0
36299,CHHOTAUDEPUR,Gujarat,391155.0
36300,BENGALURU,Karnataka,560036.0
36301,BENGALURU,Karnataka,560049.0
36302,IMPHAL,Manipur,795005.0
36303,THANE,Maharashtra,400601.0
36304,THANE,Maharashtra,401107.0
36305,THENI,Tamil Nadu,625531.0
36306,AHMEDABAD,Gujarat,380005.0
36307,JALANDHAR,Punjab,144026.0
36308,KORWA,Uttar Pradesh,227412.0
36309,SILIGURI,West Bengal,734003.0
36310,KOZHIKODE,Kerala,673016.0
36311,NEW DELHI,Delhi,110075.0
36312,BENGALURU,Karnataka,560076.0
36313,ULLIYERI,Kerala,673323.0
36314,ARIYALUR,Tamil Nadu,621704.0
36315,ARIYALUR,Tamil Nadu,621704.0
36316,MUMBAI,Maharashtra,400072.0
36317,Muvattupuzha,Kerala,686689.0
36318,HYDERABAD,Telangana,500090.0
36319,HYDERABAD,Telangana,500090.0
36320,DHANBAD,Jharkhand,826005.0
36321,Chabua,Assam,786184.0
36322,CHENNAI,Tamil Nadu,600088.0
36323,BENGALURU,Karnataka,560010.0
36324,Neemuch,Madhya Pradesh,458441.0
36325,NOIDA,Uttar Pradesh,201301.0
36326,NOIDA,Uttar Pradesh,201301.0
36327,NOIDA,Uttar Pradesh,201301.0
36328,GURUGRAM,Haryana,122004.0
36329,Ghaziabad,Uttar Pradesh,201001.0
36330,KALINGA NAGAR INDUSTRIAL AREA,Odisha,755026.0
36331,VANIYAMKULAM II,Kerala,679522.0
36332,CHENNAI,Tamil Nadu,601203.0
36333,BIDHAN NAGAR,West Bengal,700106.0
36334,BIDHAN NAGAR,West Bengal,700106.0
36335,NAVI MUMBAI,Maharashtra,400709.0
36336,Thane,Maharashtra,400607.0
36337,NEW DELHI,Delhi,110067.0
36338,AMBUR,Tamil Nadu,635802.0
36339,NEW DELHI,Delhi,110067.0
36340,GIRIDIH,Jharkhand,815301.0
36341,AMBUR,Tamil Nadu,635802.0
36342,VASAI VIRAR,Maharashtra,401303.0
36343,BENGALURU,Karnataka,560092.0
36344,PUNE,Maharashtra,411006.0
36345,PUNE,Maharashtra,411040.0
36346,MUMBAI,Maharashtra,400078.0
36347,BHOPAL,Madhya Pradesh,462030.0
36348,Pune,Maharashtra,411057.0
36349,SILIGURI,West Bengal,734006.0
36350,BENGALURU,Karnataka,560077.0
36351,Ramachandrapuram,Andhra Pradesh,533255.0
36352,Ramachandrapuram,Andhra Pradesh,533255.0
36353,BENGALURU,Karnataka,560102.0
36354,BENGALURU,Karnataka,560102.0
36355,MOTIHARI,Bihar,845401.0
36356,VAPI,Gujarat,396191.0
36357,BENGALURU,Karnataka,560077.0
36358,AHMEDABAD,Gujarat,380001.0
36359,"Behala, KOLKATA",West Bengal,700034.0
36360,THRISSUR,Kerala,680006.0
36361,GUWAHATI,Assam,781011.0
36362,GUWAHATI,Assam,781011.0
36363,GUWAHATI,Assam,781011.0
36364,GUWAHATI,Assam,781011.0
36365,VARANASI,Uttar Pradesh,221010.0
36366,VARANASI,Uttar Pradesh,221010.0
36367,PIMPRI CHINCHWAD,Maharashtra,411027.0
36368,CHANDANNAGAR,West Bengal,712138.0
36369,GUWAHATI,Assam,781038.0
36370,NEW DELHI,Delhi,110080.0
36371,MUMBAI,Maharashtra,400072.0
36372,GUWAHATI,Assam,781011.0
36373,GUWAHATI,Assam,781011.0
36374,Mumbai,Maharashtra,400027.0
36375,"Behala, KOLKATA",West Bengal,700034.0
36376,Karwar,Karnataka,581306.0
36377,CHANDIGARH,Chandigarh,160047.0
36378,NEW DELHI,Delhi,110092.0
36379,PUNE,Maharashtra,412207.0
36380,JAIPUR,Rajasthan,302020.0
36381,RANCHI,Jharkhand,834008.0
36382,KOLKATA,West Bengal,700084.0
36383,KATIHAR,Bihar,854105.0
36384,RANCHI,Jharkhand,834008.0
36385,MUMBAI,Maharashtra,400080.0
36386,NEW DELHI,Delhi,110024.0
36387,MUMBAI,Maharashtra,401106.0
36388,PUNE,Maharashtra,412207.0
36389,MUMBAI,Maharashtra,400042.0
36390,BHOPAL,Madhya Pradesh,462023.0
36391,Delhi,Delhi,110008.0
36392,Ernakulam,Kerala,683106.0
36393,SOUTH WEST DELHI,Delhi,110075.0
36394,HYDERABAD,Telangana,501505.0
36395,Kottuvally,Kerala,683517.0
36396,BENGALURU,Karnataka,560016.0
36397,GUNTURGuntur,Andhra Pradesh,522034.0
36398,MANGALURU,Karnataka,575002.0
36399,MUMBAI,Maharashtra,400065.0
36400,BALLY,West Bengal,711227.0
36401,BALLY,West Bengal,711227.0
36402,NOIDA,Uttar Pradesh,201304.0
36403,KOLKATA,West Bengal,700084.0
36404,HYDERABAD,Telangana,500089.0
36405,PATNA,Bihar,800002.0
36406,ANANTAPUR,Andhra Pradesh,515001.0
36407,Adyal,Maharashtra,441903.0
36408,HYDERABAD,Telangana,500091.0
36409,Ahmedabad,Gujarat,382424.0
36410,Kolkata,West Bengal,700074.0
36411,Kolkata,West Bengal,700074.0
36412,Miyapur,Telangana,500049.0
36413,JAMSHEDPUR,Jharkhand,831003.0
36414,SECUNDERABAD,Telangana,500003.0
36415,CHENNAI,Tamil Nadu,600060.0
36416,PUNE,Maharashtra,411032.0
36417,PUNE,Maharashtra,412207.0
36418,BENGALURU,Karnataka,560064.0
36419,GURUGRAM,Haryana,122009.0
36420,HYDERABAD,Telangana,500038.0
36421,KOTHRI,Madhya Pradesh,466114.0
36422,PUNE,Maharashtra,411006.0
36423,KOHIMA,Nagaland,797001.0
36424,NEW DELHI,Delhi,110086.0
36425,PATNA,Bihar,800014.0
36426,COIMBATORE,Tamil Nadu,641002.0
36427,KALPETTA Wayanad,Kerala,673122.0
36428,HYDERABAD,Telangana,500035.0
36429,ANANTAPUR,Andhra Pradesh,515002.0
36430,New Delhi,Delhi,110014.0
36431,PUNE,Maharashtra,411007.0
36432,YAMUNANAGAR,Haryana,135001.0
36433,NEW DELHI,Delhi,110016.0
36434,New Delhi,Delhi,110014.0
36435,UDUPI,Karnataka,576105.0
36436,SHIMLA,Himachal Pradesh,171006.0
36437,TIRUPATI,Andhra Pradesh,517101.0
36438,Bangalore,Karnataka,560075.0
36439,Bangalore,Karnataka,560075.0
36440,Bangalore,Karnataka,560075.0
36441,MOTIHARI,Bihar,845401.0
36442,LUCKNOW,Uttar Pradesh,226023.0
36443,LUCKNOW,Uttar Pradesh,226004.0
36444,INDORE,Madhya Pradesh,452001.0
36445,GURUGRAM,Haryana,122011.0
36446,Madurai,Tamil Nadu,625001.0
36447,KOLKATA,West Bengal,700061.0
36448,ZIRAKPUR,Punjab,140603.0
36449,PRATAPGARH,Rajasthan,312605.0
36450,PUNE,Maharashtra,411057.0
36451,NAVI MUMBAI,Maharashtra,400614.0
36452,COIMBATORE,Tamil Nadu,641045.0
36453,GURUGRAM,Haryana,122011.0
36454,PUNE,Maharashtra,411052.0
36455,NEW DELHI,Delhi,110017.0
36456,LUCKNOW,Uttar Pradesh,226024.0
36457,PUNE,Maharashtra,411057.0
36458,HYDERABAD,Telangana,500038.0
36459,GREATER NOIDA,Uttar Pradesh,201310.0
36460,NAGPUR,Maharashtra,440010.0
36461,VERNA,Goa,403722.0
36462,Uran,Maharashtra,400704.0
36463,NEW DELHI,Delhi,110085.0
36464,KOLKATA,West Bengal,700041.0
36465,RIICO INDUSTRIAL AREA RUPANGARH,Rajasthan,305814.0
36466,BENGALURU,Karnataka,560066.0
36467,LUCKNOW,Uttar Pradesh,226022.0
36468,HYDERABAD,Telangana,500015.0
36469,JABALPUR,Madhya Pradesh,482003.0
36470,TALEGAON DABHADE,Maharashtra,410506.0
36471,Vadodara,Gujarat,390012.0
36472,MYSURU,Karnataka,570008.0
36473,GURUGRAM,Haryana,122011.0
36474,MALDA,West Bengal,732102.0
36475,KURUKSHETRA,Haryana,136118.0
36476,MYSURU,Karnataka,570022.0
36477,SIRALKOPPA,Karnataka,577428.0
36478,Muzaffarpur,Bihar,842002.0
36479,BIJNOR,Uttar Pradesh,246701.0
36480,margao,Goa,403709.0
36481,GORAKHPUR,Uttar Pradesh,273012.0
36482,BHOPAL,Madhya Pradesh,462042.0
36483,TURA,Meghalaya,794002.0
36484,KOLKATA,West Bengal,700025.0
36485,Bengaluru,Karnataka,560076.0
36486,Bengaluru,Karnataka,560076.0
36487,PUNE,Maharashtra,411046.0
36488,RAIGARH,Chhattisgarh,496001.0
36489,HYDERABAD,Telangana,500084.0
36490,HYDERABAD,Telangana,500074.0
36491,NOIDA,Uttar Pradesh,201301.0
36492,RAJKOT,Gujarat,360003.0
36493,VADODARA,Gujarat,390019.0
36494,AIZAWL,Mizoram,796012.0
36495,Coimbatore,Tamil Nadu,641114.0
36496,RAJKOT,Gujarat,360001.0
36497,Pune,Maharashtra,411007.0
36498,BENGALURU,Karnataka,560004.0
36499,FARIDABAD,Haryana,121007.0
36500,PUNE,Maharashtra,411057.0
36501,MUMBAI,Maharashtra,400104.0
36502,BENGALURU,Karnataka,560024.0
36503,AMRAVATI,Maharashtra,444606.0
36504,MUMBAI,Maharashtra,400022.0
36505,hyderabad,Telangana,500076.0
36506,NAVI MUMBAI,Maharashtra,400614.0
36507,MUMBAI,Maharashtra,400067.0
36508,Thane,Maharashtra,400612.0
36509,THANE,Maharashtra,400607.0
36510,New Delhi,Delhi,110063.0
36511,ROORKEE,Uttarakhand,247667.0
36512,ROORKEE,Uttarakhand,247667.0
36513,ERNAKULAM,Kerala,682304.0
36514,KOTTAYAM,Kerala,686013.0
36515,KOTTAYAM,Kerala,686013.0
36516,NEW DELHI,Delhi,110092.0
36517,NEW DELHI,Delhi,110092.0
36518,Bengaluru,Karnataka,560036.0
36519,VIJAPUR,Gujarat,382870.0
36520,TINSUKIA,Assam,786125.0
36521,HYDERABAD,Telangana,500019.0
36522,BENGALURU,Karnataka,560085.0
36523,MARGAO,Goa,403602.0
36524,MARGAO,Goa,403602.0
36525,BOISAR,Maharashtra,401501.0
36526,HYDERABAD,Telangana,500028.0
36527,MUMBAI,Maharashtra,400014.0
36528,MUMBAI,Maharashtra,400026.0
36529,NEW DELHI,Delhi,110092.0
36530,NEW DELHI,Delhi,110003.0
36531,KANCHIPURAM,Tamil Nadu,600064.0
36532,Kottayampoyil/Thalassery,Kerala,670691.0
36533,KARAD,Maharashtra,415110.0
36534,LUCKNOW,Uttar Pradesh,226001.0
36535,ETTIMADAI,Tamil Nadu,641112.0
36536,MUMBAI,Maharashtra,400064.0
36537,TIRUNELVELI,Tamil Nadu,627002.0
36538,AMBARNATH,Maharashtra,421501.0
36539,HYDERABAD,Telangana,500089.0
36540,SANCHORE,Rajasthan,343041.0
36541,GURUGRAM,Haryana,122003.0
36542,PATNA,Bihar,800024.0
36543,THODUPUZHA,Kerala,685585.0
36544,EAST DELHI,Delhi,110092.0
36545,CHENNAI,Tamil Nadu,600100.0
36546,SIDDIPET,Telangana,502103.0
36547,BICHOLIM,Goa,403504.0
36548,CHENNAI,Tamil Nadu,600125.0
36549,KORATTY,Kerala,680308.0
36550,HYDERABAD,Telangana,500089.0
36551,HYDERABAD,Telangana,500089.0
36552,KOLKATA,West Bengal,700034.0
36553,NOIDA,Uttar Pradesh,201301.0
36554,NOIDA,Uttar Pradesh,201301.0
36555,TIRUNELVELI,Tamil Nadu,627002.0
36556,HYDERABAD,Telangana,500016.0
36557,HYDERABAD,Telangana,500084.0
36558,HYDERABAD,Telangana,500084.0
36559,KOLKATA,West Bengal,700084.0
36560,GWALIOR,Madhya Pradesh,474011.0
36561,MUMBAI,Maharashtra,400016.0
36562,Kanpur,Uttar Pradesh,208012.0
36563,Mumbai,Maharashtra,400071.0
36564,KOLLAM,Kerala,690522.0
36565,DELHI,Delhi,110095.0
36566,HYDERABAD,Telangana,500089.0
36567,HYDERABAD,Telangana,500089.0
36568,KOLKATA,West Bengal,700019.0
36569,THANE,Maharashtra,400607.0
36570,THANE,Maharashtra,400607.0
36571,THANE,Maharashtra,400607.0
36572,THANE,Maharashtra,400607.0
36573,NEW DELHI,Delhi,110081.0
36574,BICHOLIM,Goa,403504.0
36575,BICHOLIM,Goa,403504.0
36576,NEW DELHI,Delhi,110085.0
36577,PUNE,Maharashtra,412207.0
36578,GUWAHATI,Assam,781038.0
36579,HYDERABAD,Telangana,500029.0
36580,Kolkata,West Bengal,700084.0
36581,New Delhi,Delhi,110051.0
36582,CHAMARAJANAGARA,Karnataka,571313.0
36583,KADAPA,Andhra Pradesh,516002.0
36584,TINSUKIA,Assam,786125.0
36585,DURGAPUR,West Bengal,713204.0
36586,GWALIOR,Madhya Pradesh,474001.0
36587,CHITTOOR,Andhra Pradesh,517001.0
36588,CHITTOOR,Andhra Pradesh,517001.0
36589,ROORKEE,Uttarakhand,247667.0
36590,ROORKEE,Uttarakhand,247667.0
36591,HYDERABAD,Telangana,500030.0
36592,MYSURU,Karnataka,570020.0
36593,BENGALURU,Karnataka,560037.0
36594,MUMBAI,Maharashtra,400093.0
36595,CHITTOOR,Andhra Pradesh,517001.0
36596,CHITTOOR,Andhra Pradesh,517001.0
36597,ALLAHABAD,Uttar Pradesh,211019.0
36598,NOIDA,Uttar Pradesh,201301.0
36599,GHAZIABAD,Uttar Pradesh,201009.0
36600,NAVI MUMBAI,Maharashtra,410210.0
36601,JHANSI,Uttar Pradesh,284003.0
36602,PUNE,Maharashtra,411038.0
36603,KOLKATA,West Bengal,700047.0
36604,HISAR,Haryana,125001.0
36605,BENGALURU,Karnataka,560064.0
36606,PUNE,Maharashtra,411057.0
36607,Chennai,Tamil Nadu,600045.0
36608,HYDERABAD,Telangana,500087.0
36609,CHENNAI,Tamil Nadu,600053.0
36610,BIDHAN NAGAR,West Bengal,700097.0
36611,BIDHAN NAGAR,West Bengal,700097.0
36612,ghaziabad,Uttar Pradesh,201010.0
36613,ALLAHABAD,Uttar Pradesh,211011.0
36614,CHENNAI,Tamil Nadu,600095.0
36615,GREATER NOIDA,Uttar Pradesh,201306.0
36616,COIMBATORE,Tamil Nadu,641111.0
36617,HYDERABAD,Telangana,500097.0
36618,CUTTACK,Odisha,753001.0
36619,JAMMU,Jammu & Kashmir,180004.0
36620,NEW DELHI,Delhi,110095.0
36621,Kolkata,West Bengal,700014.0
36622,KURNOOL,Andhra Pradesh,518405.0
36623,RAJKOT,Gujarat,360005.0
36624,PATHANAMTHITTA,Kerala,689581.0
36625,BENGALURU,Karnataka,560005.0
36626,BUDAUN,Uttar Pradesh,243601.0
36627,VIZIANAGARAM,Andhra Pradesh,535001.0
36628,HYDERABAD,Telangana,500013.0
36629,HYDERABAD,Telangana,500013.0
36630,JAIPURj,Rajasthan,302012.0
36631,BHOPAL,Madhya Pradesh,462016.0
36632,MUMBAI,Maharashtra,400080.0
36633,BENGALURU,Karnataka,560097.0
36634,GHAZIABAD,Uttar Pradesh,201005.0
36635,KANPUR,Uttar Pradesh,208019.0
36636,VASAI WEST,Maharashtra,401202.0
36637,KOLKATA,West Bengal,700060.0
36638,HYDERABAD,Telangana,501301.0
36639,KOLKATA,West Bengal,700084.0
36640,BENGALURU,Karnataka,560061.0
36641,MADANAPALLE,Andhra Pradesh,517325.0
36642,NOIDA,Uttar Pradesh,201301.0
36643,NOIDA,Uttar Pradesh,201301.0
36644,PUNE,Maharashtra,411015.0
36645,HYDERABAD,Telangana,500084.0
36646,Mumbai,Maharashtra,400042.0
36647,MAHABUBABAD,Telangana,506101.0
36648,RAIPUR,Chhattisgarh,492013.0
36649,Thane,Maharashtra,400610.0
36650,KOZHIKODE,Kerala,673016.0
36651,KUNNATHUNAD,Kerala,683562.0
36652,Bengaluru,Karnataka,560080.0
36653,LUCKNOW,Uttar Pradesh,226029.0
36654,THIRUVANANTHAPURAM,Kerala,695586.0
36655,KADAPA,Andhra Pradesh,516107.0
36656,MUMBAI,Maharashtra,400068.0
36657,MUMBAI,Maharashtra,400068.0
36658,DEHRADUN,Uttarakhand,248001.0
36659,HYDERABAD,Telangana,500019.0
36660,BENGALURU,Karnataka,560056.0
36661,BENGALURU,Karnataka,560056.0
36662,PANAJI,Goa,403001.0
36663,KANPUR,Uttar Pradesh,208021.0
36664,KALAMASSERY,Kerala,682021.0
36665,KHARGONE,Madhya Pradesh,451332.0
36666,VAPI,Gujarat,396191.0
36667,CHENNAI,Tamil Nadu,600010.0
36668,LUCKNOW,Uttar Pradesh,226003.0
36669,ANANDPUR SAHIB,Punjab,140118.0
36670,UTTAR BAGDOGRA,West Bengal,734014.0
36671,JALANDHAR,Punjab,144008.0
36672,THANJAVUR,Tamil Nadu,613002.0
36673,PUNE,Maharashtra,411060.0
36674,PUNE,Maharashtra,411060.0
36675,GANDHINAGAR,Gujarat,382010.0
36676,BENGALURU,Karnataka,562106.0
36677,mahasamund,Chhattisgarh,493445.0
36678,SINGRAULI,Madhya Pradesh,486889.0
36679,SINGRAULI,Madhya Pradesh,486889.0
36680,Gurugram,Haryana,122003.0
36681,Gurugram,Haryana,122003.0
36682,MUMBAI,Maharashtra,400065.0
36683,REDHAKHOL,Odisha,768106.0
36684,BENGALURU 560016,Karnataka,560016.0
36685,KOLAR,Karnataka,563101.0
36686,MARGAO,Goa,403601.0
36687,KOLKATA,West Bengal,700052.0
36688,CHENNAI,Tamil Nadu,600057.0
36689,DAUND Pune,Maharashtra,413801.0
36690,DINABANDHUNAGAR,Tripura,799046.0
36691,BENGALURU,Karnataka,562125.0
36692,CHENNAI,Tamil Nadu,600073.0
36693,GUNTUR,Andhra Pradesh,522006.0
36694,AJMER,Rajasthan,305001.0
36695,AJMER,Rajasthan,305001.0
36696,NEW DELHI,Delhi,110096.0
36697,new delhi,Delhi,110021.0
36698,GHAZIABAD,Uttar Pradesh,201016.0
36699,KHEDA,Gujarat,388265.0
36700,Srinagar,Jammu & Kashmir,190007.0
36701,BACHELI,Chhattisgarh,494553.0
36702,LINGSUGUR,Karnataka,584122.0
36703,Hyderabad,Telangana,500032.0
36704,TALEGAON DABHADE,Maharashtra,410506.0
36705,KOLKATA,West Bengal,700055.0
36706,SHIRPUR,Maharashtra,425405.0
36707,PANIPAT,Haryana,132103.0
36708,HYDERABAD,Telangana,500090.0
36709,Pune,Maharashtra,412101.0
36710,THANE,Maharashtra,400610.0
36711,Karunagapally,Kerala,690525.0
36712,ATTINGAL,Kerala,695101.0
36713,BENGALURU,Karnataka,560016.0
36714,BENGALURU,Karnataka,560037.0
36715,NEW DELHI,Delhi,110047.0
36716,DAMAN,Dadra And Nagar,396210.0
36717,THIRUVALLA,Kerala,689106.0
36718,Mumbai,Maharashtra,400025.0
36719,BENGALURU,Karnataka,560016.0
36720,MADANAPALLE,Andhra Pradesh,517325.0
36721,OACHIRA,Kerala,690525.0
36722,BARRACKPORE,West Bengal,700122.0
36723,HOSHANGABAD,Madhya Pradesh,461001.0
36724,KOLKATA,West Bengal,700028.0
36725,VASAI west,Maharashtra,401202.0
36726,HYDERABAD,Telangana,500010.0
36727,Bengaluru,Karnataka,560053.0
36728,PUNE,Maharashtra,411020.0
36729,GADWAL,Telangana,509125.0
36730,EGRA,West Bengal,721448.0
36731,PUNE,Maharashtra,411015.0
36732,FAIZABAD,Uttar Pradesh,224202.0
36733,CHENNAI,Tamil Nadu,600032.0
36734,INDORE,Madhya Pradesh,452010.0
36735,MUMBAI,Maharashtra,400053.0
36736,NEW DELHI,Delhi,110023.0
36737,CHENNAI,Tamil Nadu,600020.0
36738,BENGALURU,Karnataka,560100.0
36739,BENGALURU NORTH,Karnataka,560064.0
36740,THANE,Maharashtra,400615.0
36741,THIRUVANANTHAPURAM,Kerala,695036.0
36742,NOIDA,Uttar Pradesh,201305.0
36743,BENGALURU,Karnataka,560098.0
36744,HYDERABAD,Telangana,500055.0
36745,THANE,Maharashtra,400602.0
36746,CHENNAI,Tamil Nadu,600032.0
36747,NAGERCOIL,Tamil Nadu,629001.0
36748,RAXAUL BAZAR,Bihar,845305.0
36749,NADIM TIRUVURU,Andhra Pradesh,521235.0
36750,DEHRADUN,Uttarakhand,248001.0
36751,KOLKATA,West Bengal,700108.0
36752,NOIDA,Uttar Pradesh,201303.0
36753,RAMAGUNDAM,Telangana,505209.0
36754,BARAMATI,Maharashtra,413102.0
36755,Tirunelveli,Tamil Nadu,627105.0
36756,NEW TOWN,West Bengal,700156.0
36757,KOLKATA,West Bengal,700108.0
36758,MIRIK,West Bengal,734214.0
36759,KOTTAYAM,Kerala,686004.0
36760,MANESAR,Haryana,122051.0
36761,MUMBAI,Maharashtra,400104.0
36762,NAVI MUMBAI,Maharashtra,400709.0
36763,Mhveer society javal chokak,Maharashtra,416118.0
36764,jalandhar,Punjab,144004.0
36765,AGARTALA,Tripura,799001.0
36766,AGARTALA,Tripura,799001.0
36767,AGARTALA,Tripura,799001.0
36768,NEYYOOR,Tamil Nadu,629802.0
36769,CONTAI,West Bengal,721401.0
36770,PUNE,Maharashtra,411040.0
36771,AHMEDABAD,Gujarat,380024.0
36772,AHMEDABAD,Gujarat,380024.0
36773,BHUBANESWAR,Odisha,751019.0
36774,BHUBANESWAR,Odisha,751019.0
36775,BHUBANESWAR,Odisha,751019.0
36776,HYDERABAD,Telangana,500013.0
36777,PURANATTUKARA,Kerala,680551.0
36778,JAMSHEDPUR,Jharkhand,831001.0
36779,DIBRUGARH,Assam,786001.0
36780,CHENNAI,Tamil Nadu,600044.0
36781,HYDERABAD,Telangana,500012.0
36782,MUMBAI,Maharashtra,400008.0
36783,MUMBAI,Maharashtra,400008.0
36784,MUMBAI,Maharashtra,400008.0
36785,CHENNAI,Tamil Nadu,600100.0
36786,THANE,Maharashtra,401107.0
36787,NEW DELHI,Delhi,110058.0
36788,NEW DELHI,Delhi,110058.0
36789,CHENNAI,Tamil Nadu,600028.0
36790,DUNGARPUR,Rajasthan,314027.0
36791,NAGPUR,Maharashtra,440017.0
36792,HYDERABAD,Telangana,500008.0
36793,CHENNAI,Tamil Nadu,600021.0
36794,KHAMMAM,Telangana,507003.0
36795,Hyderabad,Telangana,500063.0
36796,SURAT,Gujarat,395007.0
36797,LUDHIANA,Punjab,141008.0
36798,PIMPRI CHINCHWAD,Maharashtra,411033.0
36799,NADIM TIRUVURU,Andhra Pradesh,521235.0
36800,THIRUVANANTHAPURAM,Kerala,695005.0
36801,BENGALURU,Karnataka,560103.0
36802,KORAPUT,Odisha,764020.0
36803,FARIDABAD,Haryana,121004.0
36804,BURDWAN,West Bengal,713408.0
36805,ALIGARH,Uttar Pradesh,202001.0
36806,OTHUKKUNGAL,Kerala,676528.0
36807,OTHUKKUNGAL,Kerala,676528.0
36808,OTHUKKUNGAL,Kerala,676528.0
36809,OTHUKKUNGAL,Kerala,676528.0
